"","Pressure","Wind Speed","Wind Direction","temperature","humidity","time","date"
"230",1027,2,283,261.661495296,60,"13:00","2015-01-10"
"231",1030,2,283,263.712,61,"14:00","2015-01-10"
"232",1030,2,283,263.954714799,60,"15:00","2015-01-10"
"233",1029,3,282,265.914,56,"16:00","2015-01-10"
"234",1031,3,282,265.990175268,61,"17:00","2015-01-10"
"235",1030,2,279,266.155,55,"18:00","2015-01-10"
"236",1030,2,277,266.098024627,55,"19:00","2015-01-10"
"237",1030,2,268,265.857,56,"20:00","2015-01-10"
"238",1030,2,267,265.581794963,56,"21:00","2015-01-10"
"239",1032,2,249,261.921,64,"22:00","2015-01-10"
"240",1032,2,249,262.010690027,65,"23:00","2015-01-10"
"241",1032,2,249,261.921,64,"00:00","2015-01-11"
"242",1032,2,249,261.904222826,64,"01:00","2015-01-11"
"243",1033,2,254,261.039,69,"02:00","2015-01-11"
"244",1033,2,254,260.997336203,68,"03:00","2015-01-11"
"245",1034,2,257,260.145,66,"04:00","2015-01-11"
"246",1035,2,257,260.349669456,67,"05:00","2015-01-11"
"247",1034,2,257,260.145,66,"06:00","2015-01-11"
"248",1034,2,259,260.212912702,65,"07:00","2015-01-11"
"249",1035,1,265,260.498,65,"08:00","2015-01-11"
"250",1035,1,265,260.498,65,"09:00","2015-01-11"
"251",1035,1,265,260.498,65,"10:00","2015-01-11"
"252",1036,1,236,261.229,68,"11:00","2015-01-11"
"253",1038,1,215,257.324,83,"12:00","2015-01-11"
"254",1036,1,236,261.229,68,"13:00","2015-01-11"
"255",1039,1,232,263.666,61,"14:00","2015-01-11"
"256",1036,1,195,265.41,63,"15:00","2015-01-11"
"257",1036,1,195,265.41,63,"16:00","2015-01-11"
"258",1042,1,201,267.72710665,79,"17:00","2015-01-11"
"259",1034,2,211,270.275,60,"18:00","2015-01-11"
"260",1034,2,211,270.38939909,60,"19:00","2015-01-11"
"261",1033,2,215,271.757,66,"20:00","2015-01-11"
"262",1033,2,215,271.757,66,"21:00","2015-01-11"
"263",1033,2,215,271.757,66,"22:00","2015-01-11"
"264",1033,2,214,267.92,80,"23:00","2015-01-11"
"265",1033,2,214,267.92,80,"00:00","2015-01-12"
"266",1033,2,214,267.92,80,"01:00","2015-01-12"
"267",1033,2,208,267.795,73,"02:00","2015-01-12"
"268",1033,2,208,267.795,73,"03:00","2015-01-12"
"269",1033,2,208,267.795,73,"04:00","2015-01-12"
"270",1031,1,203,266.631,84,"05:00","2015-01-12"
"271",1031,1,203,266.631,84,"06:00","2015-01-12"
"272",1031,1,203,266.631,84,"07:00","2015-01-12"
"273",1029,1,211,268.177,74,"08:00","2015-01-12"
"274",1029,1,211,268.177,74,"09:00","2015-01-12"
"275",1029,1,211,268.177,74,"10:00","2015-01-12"
"276",1027,1,222,270.573,91,"11:00","2015-01-12"
"277",1027,1,222,270.573,91,"12:00","2015-01-12"
"278",1027,1,222,270.573,91,"13:00","2015-01-12"
"279",1026,1,199,272.368,97,"14:00","2015-01-12"
"280",1026,1,199,272.368,97,"15:00","2015-01-12"
"281",1026,1,199,272.368,97,"16:00","2015-01-12"
"282",1022,1,245,274.3,98,"17:00","2015-01-12"
"283",1022,1,245,274.3,98,"18:00","2015-01-12"
"284",1020,1,265,276.032,100,"19:00","2015-01-12"
"285",1020,1,265,276.032,100,"20:00","2015-01-12"
"286",1020,1,265,276.032,100,"21:00","2015-01-12"
"287",1020,1,268,275.680585757,99,"22:00","2015-01-12"
"288",1020,1,285,274.131,97,"23:00","2015-01-12"
"289",1020,1,285,274.131,97,"00:00","2015-01-13"
"290",1020,1,285,274.131,97,"01:00","2015-01-13"
"291",1021,2,342,274.323,99,"02:00","2015-01-13"
"292",1021,2,342,274.323,99,"03:00","2015-01-13"
"293",1021,2,342,274.323,99,"04:00","2015-01-13"
"294",1023,2,348,273.044,89,"05:00","2015-01-13"
"295",1023,2,348,273.044,89,"06:00","2015-01-13"
"296",1023,2,348,273.044,89,"07:00","2015-01-13"
"297",1025,3,355,270.625,84,"08:00","2015-01-13"
"298",1025,3,355,270.625,84,"09:00","2015-01-13"
"299",1025,3,355,270.625,84,"10:00","2015-01-13"
"300",1029,2,6,268.681,85,"11:00","2015-01-13"
"301",1029,2,6,268.681,85,"12:00","2015-01-13"
"302",1029,2,6,268.681,85,"13:00","2015-01-13"
"303",1031,3,9,269.273,76,"14:00","2015-01-13"
"304",1031,3,9,269.273,76,"15:00","2015-01-13"
"305",1033,0,0,268.447,77,"16:00","2015-01-13"
"306",1032,2,18,270.239,70,"17:00","2015-01-13"
"307",1033,2,20,269.301,65,"18:00","2015-01-13"
"308",1033,2,20,269.301,65,"19:00","2015-01-13"
"309",1034,2,38,268.208,70,"20:00","2015-01-13"
"310",1034,2,38,268.208,70,"21:00","2015-01-13"
"311",1034,2,38,268.208,70,"22:00","2015-01-13"
"312",1035,2,39,263.88,71,"23:00","2015-01-13"
"313",1035,2,39,263.88,71,"00:00","2015-01-14"
"314",1035,2,39,263.88,71,"01:00","2015-01-14"
"315",1035,2,37,262.828,71,"02:00","2015-01-14"
"316",1035,2,37,262.828,71,"03:00","2015-01-14"
"317",1035,2,37,262.828,71,"04:00","2015-01-14"
"318",1033,2,36,262.659,72,"05:00","2015-01-14"
"319",1033,2,36,262.659,72,"06:00","2015-01-14"
"320",1033,2,36,262.659,72,"07:00","2015-01-14"
"321",1031,2,39,263.074,70,"08:00","2015-01-14"
"322",1031,2,39,263.074,76,"09:00","2015-01-14"
"323",1031,2,39,263.074,70,"10:00","2015-01-14"
"324",1029,2,35,263.478,79,"11:00","2015-01-14"
"325",1030,2,35,264.222,80,"12:00","2015-01-14"
"326",1029,2,35,263.478,79,"13:00","2015-01-14"
"327",1029,2,35,264.741,76,"14:00","2015-01-14"
"328",1029,2,35,264.741,76,"15:00","2015-01-14"
"329",1029,2,35,264.741,76,"16:00","2015-01-14"
"330",1026,1,28,267.935,83,"17:00","2015-01-14"
"331",1026,1,28,267.935,83,"18:00","2015-01-14"
"332",1026,1,28,267.935,83,"19:00","2015-01-14"
"333",1024,1,20,268.975,88,"20:00","2015-01-14"
"334",1024,1,20,268.975,88,"21:00","2015-01-14"
"335",1024,1,20,268.975,88,"22:00","2015-01-14"
"336",1024,1,4,267.311,87,"23:00","2015-01-14"
"337",1024,1,4,267.311,87,"00:00","2015-01-15"
"338",1024,1,4,267.311,87,"01:00","2015-01-15"
"339",1023,1,350,267.089,88,"02:00","2015-01-15"
"340",1023,1,350,267.089,88,"03:00","2015-01-15"
"341",1023,1,350,267.089,88,"04:00","2015-01-15"
"342",1020,1,320,265.326,92,"05:00","2015-01-15"
"343",1020,1,320,265.326,92,"06:00","2015-01-15"
"344",1020,1,320,265.326,92,"07:00","2015-01-15"
"345",1020,1,319,262.175,86,"08:00","2015-01-15"
"346",1020,1,319,262.175,86,"09:00","2015-01-15"
"347",1020,1,319,262.175,86,"10:00","2015-01-15"
"348",1020,1,312,260.918,75,"11:00","2015-01-15"
"349",1020,1,312,260.918,75,"12:00","2015-01-15"
"350",1020,1,312,260.918,75,"13:00","2015-01-15"
"351",1019,1,299,268.132,78,"14:00","2015-01-15"
"352",1020,1,295,268.438,80,"15:00","2015-01-15"
"353",1020,1,295,268.438,80,"16:00","2015-01-15"
"354",1024,1,289,269.732215426,87,"17:00","2015-01-15"
"355",1023,2,287,269.493839771,87,"18:00","2015-01-15"
"356",1031,2,278,271.612666667,100,"19:00","2015-01-15"
"357",1030,3,276,271.511333333,100,"20:00","2015-01-15"
"358",1030,2,266,270.5415,100,"21:00","2015-01-15"
"359",1029,3,267,270.729666667,100,"22:00","2015-01-15"
"360",1029,3,260,270.049333333,100,"23:00","2015-01-15"
"361",1015,2,253,267.319,82,"00:00","2015-01-16"
"362",1015,2,253,267.319,82,"01:00","2015-01-16"
"363",1014,2,253,266.546,83,"02:00","2015-01-16"
"364",1014,2,253,266.546,83,"03:00","2015-01-16"
"365",1014,2,253,266.546,83,"04:00","2015-01-16"
"366",1012,2,252,266.414,83,"05:00","2015-01-16"
"367",1012,2,252,266.414,83,"06:00","2015-01-16"
"368",1012,2,252,266.414,83,"07:00","2015-01-16"
"369",1011,3,254,266.696,86,"08:00","2015-01-16"
"370",1011,3,254,266.696,86,"09:00","2015-01-16"
"371",1011,3,254,266.696,86,"10:00","2015-01-16"
"372",1011,3,257,266.844,89,"11:00","2015-01-16"
"373",1011,3,257,266.844,89,"12:00","2015-01-16"
"374",1011,3,257,266.844,89,"13:00","2015-01-16"
"375",1011,2,261,270.933,84,"14:00","2015-01-16"
"376",1011,2,261,270.933,84,"15:00","2015-01-16"
"377",1011,2,266,271.750348445,82,"16:00","2015-01-16"
"378",1009,4,279,274.097,79,"17:00","2015-01-16"
"379",1011,3,288,273.852,78,"18:00","2015-01-16"
"380",1009,4,279,274.097,79,"19:00","2015-01-16"
"381",1011,4,298,272.613,77,"20:00","2015-01-16"
"382",1011,4,298,272.613,77,"21:00","2015-01-16"
"383",1011,4,298,272.613,77,"22:00","2015-01-16"
"384",1016,4,322,269.131,72,"23:00","2015-01-16"
"385",1016,4,322,269.131,72,"00:00","2015-01-17"
"386",1016,4,322,269.131,72,"01:00","2015-01-17"
"387",1020,3,325,265.728,70,"02:00","2015-01-17"
"388",1020,3,325,265.728,70,"03:00","2015-01-17"
"389",1020,3,325,265.728,70,"04:00","2015-01-17"
"390",1022,2,321,263.588,72,"05:00","2015-01-17"
"391",1022,2,321,263.588,72,"06:00","2015-01-17"
"392",1022,2,321,263.588,72,"07:00","2015-01-17"
"393",1025,2,309,261.778,70,"08:00","2015-01-17"
"394",1025,2,309,261.778,70,"09:00","2015-01-17"
"395",1025,2,309,261.778,70,"10:00","2015-01-17"
"396",1027,1,316,259.74,76,"11:00","2015-01-17"
"397",1027,1,316,259.74,76,"12:00","2015-01-17"
"398",1027,1,316,259.74,76,"13:00","2015-01-17"
"399",1028,1,351,264.801,76,"14:00","2015-01-17"
"400",1028,1,349,264.808,76,"15:00","2015-01-17"
"401",1028,1,349,264.808,76,"16:00","2015-01-17"
"402",1026,1,163,267.579,73,"17:00","2015-01-17"
"403",1027,1,178,268.146,70,"18:00","2015-01-17"
"404",1027,1,178,268.146,70,"19:00","2015-01-17"
"405",1027,1,178,268.628,68,"20:00","2015-01-17"
"406",1026,1,178,268.628,75,"21:00","2015-01-17"
"407",1026,1,178,268.628,75,"22:00","2015-01-17"
"408",1025,2,180,265.71,80,"23:00","2015-01-17"
"409",1025,2,180,265.71,80,"00:00","2015-01-18"
"410",1025,2,180,265.71,80,"01:00","2015-01-18"
"411",1024,2,193,265.212,78,"02:00","2015-01-18"
"412",1024,2,193,265.212,78,"03:00","2015-01-18"
"413",1024,2,193,265.212,78,"04:00","2015-01-18"
"414",1022,2,201,266.232,81,"05:00","2015-01-18"
"415",1022,2,201,266.232,81,"06:00","2015-01-18"
"416",1022,2,201,266.232,81,"07:00","2015-01-18"
"417",1020,2,203,266.284,85,"08:00","2015-01-18"
"418",1020,2,203,266.284,85,"09:00","2015-01-18"
"419",1020,2,203,266.284,85,"10:00","2015-01-18"
"420",1018,1,200,268.303,84,"11:00","2015-01-18"
"421",1018,1,200,268.303,84,"12:00","2015-01-18"
"422",1018,1,200,268.303,84,"13:00","2015-01-18"
"423",1016,0,77,272.606,94,"14:00","2015-01-18"
"424",1016,0,77,272.606,94,"15:00","2015-01-18"
"425",1016,0,77,272.606,94,"16:00","2015-01-18"
"426",1010,0,61,276.23,99,"17:00","2015-01-18"
"427",1010,0,61,276.23,99,"18:00","2015-01-18"
"428",1010,0,61,276.23,99,"19:00","2015-01-18"
"429",1005,1,311,276.06,96,"20:00","2015-01-18"
"430",1005,1,311,276.06,96,"21:00","2015-01-18"
"431",1005,1,311,276.06,96,"22:00","2015-01-18"
"432",1004,2,275,274.979,92,"23:00","2015-01-18"
"433",1004,2,275,274.979,92,"00:00","2015-01-19"
"434",1004,2,275,274.979,92,"01:00","2015-01-19"
"435",1004,3,264,274.924,97,"02:00","2015-01-19"
"436",1004,3,264,274.924,97,"03:00","2015-01-19"
"437",1004,3,264,274.924,97,"04:00","2015-01-19"
"438",1005,3,280,274.024,94,"05:00","2015-01-19"
"439",1005,3,280,274.024,94,"06:00","2015-01-19"
"440",1005,3,280,274.024,94,"07:00","2015-01-19"
"441",1006,3,280,272.622,90,"08:00","2015-01-19"
"442",1006,3,280,272.622,90,"09:00","2015-01-19"
"443",1006,3,280,272.622,90,"10:00","2015-01-19"
"444",1007,3,275,271.368,84,"11:00","2015-01-19"
"445",1007,3,275,271.368,84,"12:00","2015-01-19"
"446",1007,3,275,271.368,84,"13:00","2015-01-19"
"447",1008,3,270,274.495,79,"14:00","2015-01-19"
"448",1010,3,271,274.858606538,81,"15:00","2015-01-19"
"449",1022,4,274,275.348,93,"16:00","2015-01-19"
"450",1022,4,274,275.916,93,"17:00","2015-01-19"
"451",1022,4,278,275.099,93,"18:00","2015-01-19"
"452",1022,5,277,276.128666667,92,"19:00","2015-01-19"
"453",1022,5,280,275.773333333,92,"20:00","2015-01-19"
"454",1008,3,286,274.643,78,"21:00","2015-01-19"
"455",1009,3,288,273.614154518,78,"22:00","2015-01-19"
"456",1010,3,291,271.924,78,"23:00","2015-01-19"
"457",1010,3,291,271.924,78,"00:00","2015-01-20"
"458",1010,3,291,271.924,78,"01:00","2015-01-20"
"459",1010,2,285,269.985,80,"02:00","2015-01-20"
"460",1010,2,285,269.985,80,"03:00","2015-01-20"
"461",1010,2,285,269.985,80,"04:00","2015-01-20"
"462",1010,2,273,268.642,81,"05:00","2015-01-20"
"463",1010,2,273,268.642,81,"06:00","2015-01-20"
"464",1010,2,273,268.642,81,"07:00","2015-01-20"
"465",1010,2,273,267.537,84,"08:00","2015-01-20"
"466",1010,2,273,267.537,84,"09:00","2015-01-20"
"467",1010,2,273,267.537,84,"10:00","2015-01-20"
"468",1011,2,280,267.588,84,"11:00","2015-01-20"
"469",1011,2,280,267.588,84,"12:00","2015-01-20"
"470",1011,2,280,267.588,84,"13:00","2015-01-20"
"471",1013,1,298,272.243,79,"14:00","2015-01-20"
"472",1011,1,272,271.474,84,"15:00","2015-01-20"
"473",1011,1,272,271.883542131,83,"16:00","2015-01-20"
"474",1011,2,271,275.061,78,"17:00","2015-01-20"
